"","Sample_04","Sample_03","Sample_02","Sample_01"
"Taxon_416",14075.2423801986,16981.5581816262,11041.0388776119,23583.0939812885
"Taxon_417",32201.5608451719,38304.1925217887,50580.7855581742,35626.0745865618
"Taxon_418",30294.7710330863,38750.1414133223,43316.2259828405,66291.2777393854
"Taxon_419",0,0,0,0
"Taxon_420",53522.7723951292,48777.6495833327,48577.2952974163,58356.0965053242
"Taxon_421",0,0,0,6.46389411073845
"Taxon_422",41771.527203961,19838.7457189137,42995.7246310979,60721.8266439966
"Taxon_423",1186.19795460846,1060.36958988003,788.507590704289,2813.81964066246
"Taxon_424",0,0,0,0
"Taxon_425",40292.3478221436,56159.92635568,36963.4676078522,53525.1138322601
